Signal,AUC [%],TPR @ FPR=1e-5 [%],TPR @ FPR=1e-5 [# events]
Ato4l,90.10719261163999,0.17688363201057727,99 / 55969
hChToTauNu,87.55343830445253,0.06642359576572594,505 / 760272
hToTauTau,70.90484769513098,0.027195808373705124,188 / 691283
leptoquark,81.70865391327948,0.008222138695733886,28 / 340544
