Signal,AUC [%],TPR @ FPR=1e-5 [%],TPR @ FPR=1e-5 [# events]
Ato4l,88.4515050462048,0.13221604816952243,74 / 55969
hChToTauNu,88.5264624963483,0.07471010375234127,568 / 760272
hToTauTau,73.4964614327544,0.030088979477290778,208 / 691283
leptoquark,85.28885448700328,0.0023491824844953956,8 / 340544
