Signal,AUC [%],TPR @ FPR=1e-5 [%],TPR @ FPR=1e-5 [# events]
Ato4l,85.03995811414583,0.0696814307920456,39 / 55969
hChToTauNu,89.59467756371542,0.12627059789128103,960 / 760272
hToTauTau,74.10916034268314,0.03949178556394414,273 / 691283
leptoquark,82.52711801452473,0.0038174215373050183,13 / 340544
