Signal,AUC [%],TPR @ FPR=1e-5 [%],TPR @ FPR=1e-5 [# events]
Ato4l,78.79505128186501,0.007146813414568779,4 / 55969
hChToTauNu,86.79699788487049,0.0393280299682219,299 / 760272
hToTauTau,74.25778385414064,0.014899831183466106,103 / 691283
leptoquark,81.90286137633167,0.0011745912422476978,4 / 340544
