Signal,AUC [%],TPR @ FPR=1e-5 [%],TPR @ FPR=1e-5 [# events]
Ato4l,90.05610700422339,3.5823402240526008,2005 / 55969
hChToTauNu,87.47077039335137,0.08641644043184545,657 / 760272
hToTauTau,72.45207708878286,0.07681369280019905,531 / 691283
leptoquark,82.98585830030642,0.04903918436384139,167 / 340544
