Signal,AUC [%],TPR @ FPR=1e-5 [%],TPR @ FPR=1e-5 [# events]
Ato4l,87.87451668578524,1.093462452429023,612 / 55969
hChToTauNu,88.39049994289752,0.1150903887029905,875 / 760272
hToTauTau,74.85033985123941,0.04296359088824693,297 / 691283
leptoquark,85.29579276930862,0.012333208043600828,42 / 340544
