Signal,AUC [%],TPR @ FPR=1e-5 [%],TPR @ FPR=1e-5 [# events]
Ato4l,87.67950307918528,0.1393628615840912,78 / 55969
hChToTauNu,88.95112999499287,0.14797335690384494,1125 / 760272
hToTauTau,74.05791471462558,0.04527812777111545,313 / 691283
leptoquark,83.4768902877195,0.011745912422476978,40 / 340544
