Signal,AUC [%],TPR @ FPR=1e-5 [%],TPR @ FPR=1e-5 [# events]
Ato4l,88.00301514155402,3.6055673676499493,2018 / 55969
hChToTauNu,85.80406600932984,0.061819980217606325,470 / 760272
hToTauTau,67.03326775699465,0.05685081218545806,393 / 691283
leptoquark,78.65457590606756,0.032007611351249764,109 / 340544
